,km,municipio,data,sentido_crescente,uf,velocidade_Comercial,velocidade_Moto,velocidade_Passeio,velocidade_Ônibus,volume_Comercial,volume_Moto,volume_Passeio,volume_Ônibus,acidentes,chuva,dia_da_semana,mes,tipo_faixa,tipo_perfil_de_terreno,iluminacao
985,78.2,sao_paulo,2023-11-07,1,SP,61.51697198275862,69.81549815498155,65.6096866096866,60.34342379958246,3712,271,7020,479,1,1,Dia_de_semana,11,Terceira_faixa,Perfil_Montanhoso,0
986,78.2,sao_paulo,2023-11-13,1,SP,61.60745752045312,68.23127753303964,65.56683531907949,60.18599033816425,3178,227,6127,414,1,0,Dia_de_semana,11,Terceira_faixa,Perfil_Montanhoso,0
987,78.2,sao_paulo,2023-11-18,1,SP,61.76514821272886,67.93917525773196,65.40806289488799,61.855828220858896,4588,485,13928,815,1,0,Dia_de_semana,11,Terceira_faixa,Perfil_Montanhoso,0
988,78.2,sao_paulo,2023-12-06,1,SP,59.10314421626639,67.95724907063197,64.59625553037661,59.50533943554539,8619,538,9267,1311,1,1,Dia_de_semana,12,Terceira_faixa,Perfil_Montanhoso,0
989,78.2,sao_paulo,2023-12-14,1,SP,57.15577834086152,64.43557692307692,62.568080140050576,59.24028400597907,9077,520,10282,1338,1,1,Dia_de_semana,12,Terceira_faixa,Perfil_Montanhoso,0
990,78.2,sao_paulo,2023-12-17,1,SP,60.01386623164763,63.485175202156334,62.9299670024314,60.430394431554525,2452,371,11516,431,1,1,Dia_de_semana,12,Terceira_faixa,Perfil_Montanhoso,0
991,78.2,sao_paulo,2023-12-23,1,SP,62.183959359605915,66.95671641791044,65.62810444684402,61.78787878787879,3248,335,10187,660,1,0,Dia_de_semana,12,Terceira_faixa,Perfil_Montanhoso,0
992,483.7,betim,2023-01-01,1,MG,62.85064935064935,63.016496465043204,62.71022400919012,60.38543371522095,1925,1273,26115,611,1,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
993,483.7,betim,2023-01-05,1,MG,57.18164143868907,61.83238095238095,60.91031794723736,56.59756097560975,7201,2625,27709,2337,1,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
994,483.7,betim,2023-01-09,1,MG,57.983699059561125,61.61393596986817,59.927139445065556,57.342586943258084,9570,3717,39356,3278,1,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
995,483.7,betim,2023-01-11,1,MG,51.898962399835625,58.368367346938776,56.8612621302467,55.928703703703704,9734,3920,34212,3240,1,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
996,483.7,betim,2023-01-13,1,MG,56.87853033472803,63.39190093708166,59.574875207986686,57.8822505800464,7648,2988,30050,2586,1,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
997,483.7,betim,2023-01-15,1,MG,60.7496835443038,62.17385383567862,61.577683116515836,60.8771186440678,3160,2203,28288,944,1,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
998,483.7,betim,2023-01-17,1,MG,50.841153653653656,61.44459833795014,55.75413295133377,54.327072274397715,7992,3249,25829,2449,1,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
999,483.7,betim,2023-01-18,1,MG,58.247374343585896,64.30152241330703,61.358502224419176,58.35831426392067,7998,3547,28322,2622,1,0,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
1000,483.7,betim,2023-01-20,1,MG,56.41893460595898,62.08252880722517,58.2340681493042,56.782679738562095,7753,3211,30756,2448,1,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
1001,483.7,betim,2023-01-25,1,MG,60.066496163682864,64.6812383322962,62.99002028544519,59.88954597481877,7820,3214,27606,2621,1,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
1002,483.7,betim,2023-01-26,1,MG,57.759532282663955,61.70922419059255,59.07369744879626,58.32326111744584,7868,3274,27830,2631,1,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
1003,483.7,betim,2023-01-29,1,MG,62.428333333333335,64.77381572097866,63.06297229219144,61.07971014492754,3000,1921,27790,828,1,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
1004,483.7,betim,2023-01-31,1,MG,55.47939236928874,61.256921702887766,57.19554595666336,56.4577334809893,8492,3359,28244,2709,1,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
1005,483.7,betim,2023-02-02,1,MG,57.404413587899825,63.05387158996969,60.612159766398996,58.45,8066,3629,28767,2550,1,1,Dia_de_semana,2,Terceira_faixa,Perfil_Montanhoso,0
1006,483.7,betim,2023-02-03,1,MG,54.4131104606378,61.81269674711437,57.90068372038194,56.001374381528315,6491,2859,25449,1819,1,1,Dia_de_semana,2,Terceira_faixa,Perfil_Montanhoso,0
1007,483.7,betim,2023-02-04,1,MG,61.24052132701422,64.48,63.1865018895526,61.11893203883495,5064,3250,32812,1648,1,0,Dia_de_semana,2,Terceira_faixa,Perfil_Montanhoso,0
1008,483.7,betim,2023-02-06,1,MG,55.11275323812687,62.503444712366516,59.14293176314165,55.9943351222421,6022,2903,21059,1677,1,0,Dia_de_semana,2,Terceira_faixa,Perfil_Montanhoso,0
1009,483.7,betim,2023-02-07,1,MG,56.08956289877155,61.707968476357266,58.84112387907426,55.30910404624277,10501,4568,37246,3460,1,1,Dia_de_semana,2,Terceira_faixa,Perfil_Montanhoso,0
1010,483.7,betim,2023-02-08,1,MG,58.075540247239786,62.83789846517119,60.210441421581805,57.64633413461539,10597,4235,37198,3328,1,1,Dia_de_semana,2,Terceira_faixa,Perfil_Montanhoso,0
1011,483.7,betim,2023-02-10,1,MG,57.594807495105805,63.5602950609365,59.85732055766294,57.932784041630526,10727,4677,40598,3459,1,1,Dia_de_semana,2,Terceira_faixa,Perfil_Montanhoso,0
1012,483.7,betim,2023-02-12,1,MG,62.3986654603031,64.67263843648209,62.825927598204565,61.10260586319218,4421,3070,37651,1228,1,1,Dia_de_semana,2,Terceira_faixa,Perfil_Montanhoso,0
1013,483.7,betim,2023-02-26,1,MG,63.028765815230365,64.92518820577165,63.553376906318086,62.4413823272091,4189,3188,35343,1143,1,0,Dia_de_semana,2,Terceira_faixa,Perfil_Montanhoso,0
1014,483.7,betim,2023-02-28,1,MG,59.01754225673824,64.58910609223761,62.32302461580307,59.48837209302326,10945,5269,36765,3397,1,0,Dia_de_semana,2,Terceira_faixa,Perfil_Montanhoso,0
1015,483.7,betim,2023-03-08,1,MG,58.527472527472526,64.04742223189037,61.71522618398784,58.023028209556706,10738,4597,34861,3474,1,1,Dia_de_semana,3,Terceira_faixa,Perfil_Montanhoso,0
1016,483.7,betim,2023-03-09,1,MG,56.610610453726196,63.52605028117764,59.664593084344254,56.62857879803972,12761,6046,41876,3877,1,0,Dia_de_semana,3,Terceira_faixa,Perfil_Montanhoso,0
1017,483.7,betim,2023-03-10,1,MG,56.97019979681679,63.02252643778068,59.55710257314064,57.04309094675782,14765,6903,53903,4827,1,0,Dia_de_semana,3,Terceira_faixa,Perfil_Montanhoso,0
1018,483.7,betim,2023-03-11,1,MG,54.588235294117645,61.2038920398983,59.13296643033413,56.289574616457465,9180,5113,51058,2868,1,1,Dia_de_semana,3,Terceira_faixa,Perfil_Montanhoso,0
1019,483.7,betim,2023-03-12,1,MG,58.727149979227256,61.35149117468046,60.19344246345438,57.978422117329735,4814,3286,41113,1483,1,1,Dia_de_semana,3,Terceira_faixa,Perfil_Montanhoso,0
1020,483.7,betim,2023-03-13,1,MG,57.74950667880996,63.04213530300487,60.659361158990244,57.84627441523993,13176,5957,45833,4147,1,1,Dia_de_semana,3,Terceira_faixa,Perfil_Montanhoso,0
1021,483.7,betim,2023-03-15,1,MG,58.050281118781584,63.59554586513004,60.937097982201074,57.96222600553309,14051,6421,45396,4699,1,0,Dia_de_semana,3,Terceira_faixa,Perfil_Montanhoso,0
1022,483.7,betim,2023-03-15,1,MG,58.050281118781584,63.59554586513004,60.937097982201074,57.96222600553309,14051,6421,45396,4699,1,0,Dia_de_semana,3,Terceira_faixa,Perfil_Montanhoso,0
1023,483.7,betim,2023-03-22,1,MG,53.2928238744178,58.26250251054429,54.692684011563266,53.971661054994385,11594,4979,35976,3564,1,0,Dia_de_semana,3,Terceira_faixa,Perfil_Montanhoso,0
1024,483.7,betim,2023-03-24,1,MG,56.84725256259452,62.8623784592371,58.95700072740925,56.6258064516129,11902,5348,42617,3720,1,0,Dia_de_semana,3,Terceira_faixa,Perfil_Montanhoso,0
1025,483.7,betim,2023-03-25,1,MG,60.99297423887588,64.70178926441352,63.13790752744756,61.22217502124044,7259,4527,41807,2354,1,0,Dia_de_semana,3,Terceira_faixa,Perfil_Montanhoso,0
1026,483.7,betim,2023-03-28,1,MG,57.78056250539211,63.112823786939074,60.77327487297164,57.26216216216216,11591,5482,36606,3700,1,1,Dia_de_semana,3,Terceira_faixa,Perfil_Montanhoso,0
1027,483.7,betim,2023-03-30,1,MG,55.79937189003997,62.013328255902515,58.57964922265049,55.49658469945355,12259,5252,38657,3660,1,0,Dia_de_semana,3,Terceira_faixa,Perfil_Montanhoso,0
1028,483.7,betim,2023-03-31,1,MG,57.47793431214461,63.20767841011743,60.44784644194757,57.41360294117647,11783,5535,42720,3808,1,0,Dia_de_semana,3,Terceira_faixa,Perfil_Montanhoso,0
1029,483.7,betim,2023-04-14,1,MG,55.08119629874422,60.91746580726301,57.163312783529136,55.467156105100464,15130,6361,51582,5176,1,1,Dia_de_semana,4,Terceira_faixa,Perfil_Montanhoso,0
1030,483.7,betim,2023-04-17,1,MG,58.468123994736075,63.673614223815925,61.35434768685553,58.05478411802994,13678,6693,46841,4609,1,0,Dia_de_semana,4,Terceira_faixa,Perfil_Montanhoso,0
1031,483.7,betim,2023-04-24,1,MG,51.798686464877214,59.979485454851186,57.429985745467505,53.537282708142726,14008,5947,44898,4372,1,0,Dia_de_semana,4,Terceira_faixa,Perfil_Montanhoso,0
1032,483.7,betim,2023-04-26,1,MG,58.15619931226886,63.27554179566563,61.066344256669815,57.80327868852459,15413,6783,46628,4880,1,0,Dia_de_semana,4,Terceira_faixa,Perfil_Montanhoso,0
1033,483.7,betim,2023-04-29,1,MG,59.274228284278536,63.68308395677473,61.75769093822325,59.11549251870324,9751,4812,56170,3208,1,1,Dia_de_semana,4,Terceira_faixa,Perfil_Montanhoso,0
1034,483.7,betim,2023-05-03,1,MG,53.96943185038254,60.36735197368421,56.0499754601227,54.18051861702128,14116,6080,40750,4512,1,0,Dia_de_semana,5,Terceira_faixa,Perfil_Montanhoso,0
1035,483.7,betim,2023-05-06,1,MG,59.610852629301014,63.64412194231471,62.31885111978959,59.48954311454312,9242,5478,50188,3108,1,0,Dia_de_semana,5,Terceira_faixa,Perfil_Montanhoso,0
1036,483.7,betim,2023-05-08,1,MG,57.34218525035994,62.89232862731757,60.01884202935635,56.87114643545279,12502,5879,42989,4152,1,0,Dia_de_semana,5,Terceira_faixa,Perfil_Montanhoso,0
1037,483.7,betim,2023-05-12,1,MG,50.7137199331444,59.218171406757016,52.37917770749637,51.5746887966805,13761,5239,46796,4338,1,0,Dia_de_semana,5,Terceira_faixa,Perfil_Montanhoso,0
1038,483.7,betim,2023-05-14,1,MG,62.11330627936779,63.72982954545454,62.91115184256222,61.43564775613886,4682,3520,46647,1181,1,0,Dia_de_semana,5,Terceira_faixa,Perfil_Montanhoso,0
1039,483.7,betim,2023-05-15,1,MG,57.14282302364462,62.75582209770618,59.82292297656213,57.31759921123983,12561,5711,42922,4057,1,0,Dia_de_semana,5,Terceira_faixa,Perfil_Montanhoso,0
1040,483.7,betim,2023-05-17,1,MG,55.380295636183604,62.89652074485462,59.14996745397062,55.88696896324015,14139,6122,43016,4543,1,0,Dia_de_semana,5,Terceira_faixa,Perfil_Montanhoso,0
1041,483.7,betim,2023-05-18,1,MG,57.80560173935286,63.11945093457944,60.621715729575385,57.47008212749316,15638,6848,48679,5114,1,0,Dia_de_semana,5,Terceira_faixa,Perfil_Montanhoso,0
1042,483.7,betim,2023-05-20,1,MG,61.376284055381866,64.36802507836991,62.93297437496922,61.04483695652174,11195,6380,60917,3680,1,0,Dia_de_semana,5,Terceira_faixa,Perfil_Montanhoso,0
1043,483.7,betim,2023-05-25,1,MG,57.747054911647346,63.699092684047315,61.07120278425237,57.60457426288234,21052,8707,62638,7258,1,0,Dia_de_semana,5,Terceira_faixa,Perfil_Montanhoso,0
1044,483.7,betim,2023-05-27,1,MG,60.11830532432857,63.77175414364641,62.22331086734927,60.23680036256515,12734,7240,65729,4413,1,0,Dia_de_semana,5,Terceira_faixa,Perfil_Montanhoso,0
1045,483.7,betim,2023-06-02,1,MG,54.250712732544095,60.83804825864733,56.86909505703422,54.81671199758235,20695,8413,65750,6618,1,0,Dia_de_semana,6,Terceira_faixa,Perfil_Montanhoso,0
1046,483.7,betim,2023-06-09,1,MG,58.028383793410505,63.36326983755989,61.23222922916794,57.601650596502694,17968,8557,65332,6119,1,0,Dia_de_semana,6,Terceira_faixa,Perfil_Montanhoso,0
1047,493.29,betim,2023-01-05,1,MG,61.6120764552563,65.55975877192982,63.326098033221236,60.88237738985869,6906,1824,19626,1203,1,1,Dia_de_semana,1,Terceira_faixa,Perfil_Plano,1
1048,493.29,betim,2023-01-09,1,MG,61.60631545541098,65.06404408969973,63.12084608460846,61.131218905472636,9453,2631,27775,1608,1,1,Final_de_Semana,1,Terceira_faixa,Perfil_Plano,1
1049,493.29,betim,2023-01-10,1,MG,62.14117855455834,65.87485172004745,63.67246696035242,62.16442501681237,8468,2529,22700,1487,1,1,Final_de_Semana,1,Terceira_faixa,Perfil_Plano,1
1050,493.29,betim,2023-01-11,1,MG,62.054175293305725,65.48819301848049,63.65176068507354,61.870872641509436,10143,2922,26041,1696,1,1,Final_de_Semana,1,Terceira_faixa,Perfil_Plano,1
1051,493.29,betim,2023-01-12,1,MG,62.22530312065196,65.96086036671367,63.84371676037077,61.36790044671346,10062,2836,26324,1567,1,1,Final_de_Semana,1,Terceira_faixa,Perfil_Plano,1
1052,493.29,betim,2023-01-13,1,MG,61.62688442211055,65.46005210594876,63.014207625587275,61.166917859834214,7960,2303,22136,1327,1,1,Final_de_Semana,1,Terceira_faixa,Perfil_Plano,1
1053,493.29,betim,2023-01-15,1,MG,63.57417349533767,65.809667673716,63.71102172164119,63.03393665158371,3539,1324,18645,442,1,1,Final_de_Semana,1,Terceira_faixa,Perfil_Plano,1
1054,493.29,betim,2023-01-17,1,MG,62.30021431122753,66.20608628659475,63.714331366764995,61.97559171597633,8399,2596,20340,1352,1,1,Final_de_Semana,1,Terceira_faixa,Perfil_Plano,1
1055,493.29,betim,2023-01-18,1,MG,62.254703585374514,66.0431170886076,63.66353822213577,61.82172995780591,8451,2528,20564,1422,1,0,Final_de_Semana,1,Terceira_faixa,Perfil_Plano,1
1056,493.29,betim,2023-01-20,1,MG,61.41314773657738,65.37472381794079,62.75903386118598,61.054315476190474,8549,2263,23744,1344,1,1,Final_de_Semana,1,Terceira_faixa,Perfil_Plano,1
1057,493.29,betim,2023-01-23,1,MG,61.93986830662194,65.86478685612789,63.59063787469811,62.26374077112387,8049,2252,21117,1219,1,1,Final_de_Semana,1,Terceira_faixa,Perfil_Plano,1
1058,493.29,betim,2023-01-25,1,MG,48.42842701172665,48.72304283604136,55.66878022568512,54.63538681948424,4946,1354,9305,698,1,1,Final_de_Semana,1,Terceira_faixa,Perfil_Plano,1
1059,493.29,betim,2023-01-26,1,MG,61.294877711121366,64.4946571682992,62.64683623125928,60.54169825625474,8668,2246,20877,1319,1,1,Final_de_Semana,1,Terceira_faixa,Perfil_Plano,1
1060,493.29,betim,2023-01-29,1,MG,63.010702593805085,65.64095079232693,63.48265521154158,61.67773019271949,3971,1199,18507,467,1,1,Final_de_Semana,1,Terceira_faixa,Perfil_Plano,1
1061,493.29,betim,2023-01-31,1,MG,62.34932083183075,65.91304347826087,63.70038818405605,62.37958883994126,8319,2438,21124,1362,1,1,Final_de_Semana,1,Terceira_faixa,Perfil_Plano,1
1062,493.29,betim,2023-02-02,1,MG,62.47078691633089,66.03262518968134,63.75829213267412,61.74807987711213,8438,2636,20833,1302,1,1,Final_de_Semana,2,Terceira_faixa,Perfil_Plano,1
1063,493.29,betim,2023-02-03,1,MG,61.059084776253655,64.95423728813559,62.78015866172286,61.472,8894,2655,23194,1250,1,1,Final_de_Semana,2,Terceira_faixa,Perfil_Plano,1
1064,493.29,betim,2023-02-04,1,MG,62.75603357817419,65.40088888888889,63.44689518341846,61.44838709677419,5718,2250,23689,775,1,0,Final_de_Semana,2,Terceira_faixa,Perfil_Plano,1
1065,493.29,betim,2023-02-06,1,MG,61.797013414325484,65.44826239750098,63.30727530651535,61.2864238410596,7902,2561,19738,1208,1,0,Final_de_Semana,2,Terceira_faixa,Perfil_Plano,1
1066,493.29,betim,2023-02-07,1,MG,61.590047155613526,65.52312543798178,63.378385050704544,61.01519644180875,9967,2854,26329,1349,1,1,Final_de_Semana,2,Terceira_faixa,Perfil_Plano,1
1067,493.29,betim,2023-02-08,1,MG,61.62125387530141,65.11677419354838,63.43782364787111,61.56401384083045,11612,3100,27808,1734,1,1,Final_de_Semana,2,Terceira_faixa,Perfil_Plano,1
1068,493.29,betim,2023-02-10,1,MG,61.12365145228216,65.03567367822626,62.68620037807183,61.124312431243126,12050,3518,31740,1818,1,1,Final_de_Semana,2,Terceira_faixa,Perfil_Plano,1
1069,493.29,betim,2023-02-11,1,MG,62.85759281597641,65.57542001460921,63.59424439483646,61.94409937888199,7461,2738,30909,966,1,1,Final_de_Semana,2,Terceira_faixa,Perfil_Plano,1
1070,493.29,betim,2023-02-12,1,MG,62.94366982710541,64.9124857468643,63.43800383877159,61.96440129449838,5379,1754,26050,618,1,1,Final_de_Semana,2,Terceira_faixa,Perfil_Plano,1
1071,493.29,betim,2023-02-15,1,MG,61.561363182090744,64.96727395411605,63.22712371429742,61.65348330914369,10006,2964,24403,1378,1,1,Final_de_Semana,2,Terceira_faixa,Perfil_Plano,1
1072,493.29,betim,2023-02-18,1,MG,62.28598561931895,65.0969884853853,63.06500654528145,60.78176229508197,7371,2258,33612,976,1,1,Final_de_Semana,2,Terceira_faixa,Perfil_Plano,1
1073,493.29,betim,2023-02-19,1,MG,64.03524982888433,65.3570278969957,63.903450061750526,61.821525885558586,4383,1864,25101,367,1,1,Final_de_Semana,2,Terceira_faixa,Perfil_Plano,1
1074,493.29,betim,2023-02-20,1,MG,63.15218019058619,65.88220958570268,64.04409967275164,62.399847094801224,6926,2462,25363,1308,1,1,Final_de_Semana,2,Terceira_faixa,Perfil_Plano,1
1075,493.29,betim,2023-02-21,1,MG,63.19533869885983,66.48839803659081,64.12437617325214,62.67529518619437,5964,2241,21841,1101,1,1,Final_de_Semana,2,Terceira_faixa,Perfil_Plano,1
1076,493.29,betim,2023-02-22,1,MG,62.23175219791454,66.04717931497649,63.8274231678487,61.520087884494664,9782,2978,23688,1593,1,1,Final_de_Semana,2,Terceira_faixa,Perfil_Plano,1
1077,493.29,betim,2023-02-26,1,MG,63.76665333066613,65.53334921391139,63.78846467612988,61.83512544802868,4999,2099,24516,558,1,0,Final_de_Semana,2,Terceira_faixa,Perfil_Plano,1
1078,493.29,betim,2023-02-28,1,MG,61.735664904432696,65.69228336495888,63.31344627219904,61.192640692640694,9836,3162,24438,1386,1,0,Final_de_Semana,2,Terceira_faixa,Perfil_Plano,1
1079,493.29,betim,2023-03-08,1,MG,61.703589985829005,65.68517964071856,63.38754377376963,61.023622047244096,10585,3340,26557,1651,1,1,Final_de_Semana,3,Terceira_faixa,Perfil_Plano,1
1080,493.29,betim,2023-03-09,1,MG,61.82664218345714,65.97501810282404,63.46016192994052,60.86394176931691,11981,4143,30260,1786,1,0,Final_de_Semana,3,Terceira_faixa,Perfil_Plano,1
1081,493.29,betim,2023-03-10,1,MG,61.78859164787308,65.49481693868549,63.175552939197715,61.355358000961076,12859,4534,35673,2081,1,0,Final_de_Semana,3,Terceira_faixa,Perfil_Plano,1
1082,493.29,betim,2023-03-11,1,MG,61.86244684331044,65.33849218510574,62.634881105398456,61.24660441426146,9171,3263,37344,1178,1,1,Final_de_Semana,3,Terceira_faixa,Perfil_Plano,1
1083,493.29,betim,2023-03-15,1,MG,61.57192737430167,65.4159964253798,63.402420527080835,61.62781425891182,12888,4476,31646,2132,1,0,Final_de_Semana,3,Terceira_faixa,Perfil_Plano,1
1084,493.29,betim,2023-03-15,1,MG,61.57192737430167,65.4159964253798,63.402420527080835,61.62781425891182,12888,4476,31646,2132,1,0,Final_de_Semana,3,Terceira_faixa,Perfil_Plano,1
1085,493.29,betim,2023-03-23,1,MG,61.992257814768216,65.98524993171264,63.72335694905035,61.413978494623656,10333,3661,26536,1674,1,0,Final_de_Semana,3,Terceira_faixa,Perfil_Plano,1
1086,493.29,betim,2023-03-23,1,MG,61.992257814768216,65.98524993171264,63.72335694905035,61.413978494623656,10333,3661,26536,1674,1,0,Final_de_Semana,3,Terceira_faixa,Perfil_Plano,1
1087,493.29,betim,2023-03-24,1,MG,62.00743793822247,65.77078919491525,63.247629661076914,61.65217391304348,10554,3776,28266,1610,1,0,Final_de_Semana,3,Terceira_faixa,Perfil_Plano,1
1088,493.29,betim,2023-03-25,1,MG,62.855850981604576,65.93880542323195,63.59751818414416,61.819234642497484,6469,2729,27359,993,1,0,Final_de_Semana,3,Terceira_faixa,Perfil_Plano,1
1089,493.29,betim,2023-03-27,1,MG,62.139122175564886,65.52102803738318,63.69976462548878,61.283208020050125,10002,3424,26341,1596,1,0,Final_de_Semana,3,Terceira_faixa,Perfil_Plano,1
1090,493.29,betim,2023-03-28,1,MG,61.28879353357949,64.79405615292713,63.13574881189325,60.334660134721375,10021,3348,24619,1633,1,1,Final_de_Semana,3,Terceira_faixa,Perfil_Plano,1
1091,493.29,betim,2023-03-30,1,MG,61.9608126943283,66.25210674157303,63.73473003960809,61.62447108603667,9327,3560,23985,1418,1,0,Final_de_Semana,3,Terceira_faixa,Perfil_Plano,1
1092,493.29,betim,2023-03-31,1,MG,61.98819409704853,65.60484079730779,63.382901428917414,61.70104438642298,9995,3863,28903,1532,1,0,Final_de_Semana,3,Terceira_faixa,Perfil_Plano,1
1093,493.29,betim,2023-04-05,1,MG,61.44934966296402,65.00156739811912,63.231157036613276,60.62931034482759,10533,3509,27968,1624,1,1,Final_de_Semana,4,Terceira_faixa,Perfil_Plano,1
1094,493.29,betim,2023-04-10,1,MG,62.04925965753991,65.2035112035112,63.66343146274149,61.15376569037657,12089,4329,32610,1912,1,1,Final_de_Semana,4,Terceira_faixa,Perfil_Plano,1
1095,493.29,betim,2023-04-12,1,MG,61.21615688025601,65.89995483288166,63.170106751042375,60.72522522522522,13437,4428,33817,2109,1,1,Final_de_Semana,4,Terceira_faixa,Perfil_Plano,1
1096,493.29,betim,2023-04-14,1,MG,61.154508417249595,64.97370250231695,62.764975845410625,60.65379746835443,13009,4316,35190,2370,1,1,Final_de_Semana,4,Terceira_faixa,Perfil_Plano,1
1097,493.29,betim,2023-04-16,1,MG,63.574746926970356,65.96503496503496,63.737142538395744,62.22600619195047,5532,2288,26891,646,1,0,Final_de_Semana,4,Terceira_faixa,Perfil_Plano,1
1098,493.29,betim,2023-04-17,1,MG,61.87450353997583,65.62288324420678,63.59623437599137,61.688484251968504,11582,4488,31522,2032,1,0,Final_de_Semana,4,Terceira_faixa,Perfil_Plano,1
1099,493.29,betim,2023-04-25,1,MG,62.288826218029755,66.07120980091884,63.75874013856073,62.11825726141079,10283,3918,24971,1687,1,0,Final_de_Semana,4,Terceira_faixa,Perfil_Plano,1
1100,493.29,betim,2023-04-26,1,MG,62.022260009275,65.556266548985,63.88489265005485,61.51727447216891,12938,4532,31905,2084,1,0,Final_de_Semana,4,Terceira_faixa,Perfil_Plano,1
1101,493.29,betim,2023-05-03,1,MG,61.80225217539669,65.4696126447017,63.60838341652236,61.45438770451165,11722,4492,29451,2017,1,0,Final_de_Semana,5,Terceira_faixa,Perfil_Plano,1
1102,493.29,betim,2023-05-06,1,MG,61.94140738586798,65.2311411992263,62.919309541749435,61.74944933920705,6878,3102,29198,908,1,0,Final_de_Semana,5,Terceira_faixa,Perfil_Plano,1
1103,493.29,betim,2023-05-08,1,MG,59.778190053970704,64.47541388682976,62.59469600841098,60.42235824742268,10376,4047,27583,1552,1,0,Final_de_Semana,5,Terceira_faixa,Perfil_Plano,1
1104,493.29,betim,2023-05-11,1,MG,61.62479120879121,65.68387244780914,63.55745932848737,61.426563396442916,11375,4359,28890,1743,1,0,Final_de_Semana,5,Terceira_faixa,Perfil_Plano,1
1105,493.29,betim,2023-05-13,1,MG,62.603606692265494,65.25436681222708,63.430897537728356,61.84285714285714,7292,3206,31475,1050,1,0,Final_de_Semana,5,Terceira_faixa,Perfil_Plano,1
1106,493.29,betim,2023-05-14,1,MG,63.18396329473454,65.83938477054967,63.604317355619685,61.91547861507129,4577,1983,26683,491,1,0,Final_de_Semana,5,Terceira_faixa,Perfil_Plano,1
1107,493.29,betim,2023-05-17,1,MG,61.624255245661,65.51497076023392,63.60267088869003,61.19580962234868,11581,4275,29054,1933,1,0,Dia_de_semana,5,Terceira_faixa,Perfil_Plano,1
1108,493.29,betim,2023-05-18,1,MG,62.01136925358379,65.4128532974428,63.64664247999741,61.22820037105751,12138,4458,30871,2156,1,0,Dia_de_semana,5,Terceira_faixa,Perfil_Plano,1
1109,493.29,betim,2023-05-20,1,MG,62.884236980002136,65.43432149246102,63.57877893894695,62.31454302868579,9351,3913,39998,1499,1,0,Dia_de_semana,5,Terceira_faixa,Perfil_Plano,1
1110,493.29,betim,2023-05-25,1,MG,61.94766496282528,65.99065566111197,63.52252597810168,61.669064748201436,17216,6421,43017,3058,1,0,Dia_de_semana,5,Terceira_faixa,Perfil_Plano,1
1111,493.29,betim,2023-05-27,1,MG,62.17036971205119,65.55263157894737,63.36555446516192,61.19477434679335,11252,4788,45855,1684,1,0,Dia_de_semana,5,Terceira_faixa,Perfil_Plano,1
1112,493.29,betim,2023-06-02,1,MG,61.79486583807643,65.36956186362234,63.25098125642802,61.030697190426636,17218,6482,47643,2883,1,0,Dia_de_semana,6,Terceira_faixa,Perfil_Plano,1
1113,493.29,betim,2023-06-09,1,MG,61.805115225789265,65.27243643711063,63.18862517699414,61.16164154103853,15014,5939,44493,2388,1,0,Dia_de_semana,6,Terceira_faixa,Perfil_Plano,1
1114,493.29,betim,2023-06-10,1,MG,62.770074461662304,65.4932343954605,63.65142838116801,61.13019833653231,9938,4582,45051,1563,1,0,Final_de_Semana,6,Terceira_faixa,Perfil_Plano,1
1115,493.29,betim,2023-06-12,1,MG,61.6506301502666,65.09911104179663,63.34326790450928,60.79752994011976,16504,6412,47125,2672,1,0,Dia_de_semana,6,Terceira_faixa,Perfil_Plano,1
1116,493.29,betim,2023-06-15,1,MG,61.75851570507024,65.56812670506214,63.61129442496735,61.43980992608237,16587,6598,43641,2841,1,0,Dia_de_semana,6,Terceira_faixa,Perfil_Plano,1
1117,493.29,betim,2023-06-17,1,MG,61.885045358746446,65.44794871794872,63.32046298508111,60.80401034928849,10913,3900,46049,1546,1,1,Dia_de_semana,6,Terceira_faixa,Perfil_Plano,1
1118,493.29,betim,2023-06-17,1,MG,61.885045358746446,65.44794871794872,63.32046298508111,60.80401034928849,10913,3900,46049,1546,1,1,Dia_de_semana,6,Terceira_faixa,Perfil_Plano,1
1119,493.29,betim,2023-06-22,1,MG,62.12792105581789,65.97573456586332,63.77559269688437,61.415897435897435,16518,6058,44036,2925,1,0,Dia_de_semana,6,Terceira_faixa,Perfil_Plano,1
