,km,municipio,data,sentido_crescente,uf,velocidade_Comercial,velocidade_Moto,velocidade_Passeio,velocidade_Ônibus,volume_Comercial,volume_Moto,volume_Passeio,volume_Ônibus,acidentes,chuva,mes,iluminacao,dia_da_semana_Final_de_Semana,tipo_faixa_Terceira_faixa,tipo_perfil_de_terreno_Perfil_Ondulado,tipo_perfil_de_terreno_Perfil_Plano
1049,493.29,betim,2023-01-10,1,MG,0.5958077419885954,0.4753878650422711,0.27843949413572744,0.6478226301311223,0.24797690211615667,0.9818977884299331,0.6040118318417852,0.7059822625568817,1,1,1,1,1,1,0,1
1050,493.29,betim,2023-01-11,1,MG,0.5780161201915147,0.42166333892965463,0.27163893140628637,0.5852856531754286,0.6374598144423245,1.2357044912072377,0.8715238590357591,0.9436658807513336,1,1,1,1,1,1,0,1
1051,493.29,betim,2023-01-12,1,MG,0.6130106886624627,0.48733838824271813,0.3346830720725423,0.47813489167043144,0.6186251183835666,1.1801640931440107,0.8941835129405464,0.7969616379423179,1,1,1,1,1,1,0,1
1052,493.29,betim,2023-01-13,1,MG,0.49063781427287917,0.4177532828931122,0.062247357306758365,0.43531853431276185,0.12985312930320547,0.8359427888684297,0.5588526629290641,0.5240235117860095,1,1,1,1,1,1,0,1
1053,493.29,betim,2023-01-15,1,MG,0.8888462287810723,0.46633082847470547,0.29110203576291566,0.8330591795212864,-0.8981492321260411,0.20368639696262508,0.2793302184710686,-0.4824358284153778,1,1,1,1,1,1,0,1
1054,493.29,betim,2023-01-17,1,MG,0.6283295577703671,0.5214114513413899,0.2921890226291431,0.6075944978577428,0.23193253139943693,1.0251676334326796,0.4150479335545124,0.5524545665939583,1,1,1,1,1,1,0,1
1055,493.29,betim,2023-01-18,1,MG,0.6190228994861855,0.4987675979964865,0.2755070283243107,0.574816533737587,0.24402394121493587,0.9812519698478026,0.43298349000211794,0.6320615200562149,1,0,1,1,1,1,0,1
1056,493.29,betim,2023-01-20,1,MG,0.4469300012734718,0.40589729253610923,-0.02155937124998794,0.4113302676062915,0.2668115981749146,0.8101100455832079,0.6876043359993753,0.5433566290554146,1,1,1,1,1,1,0,1
1057,493.29,betim,2023-01-23,1,MG,0.5546410576184343,0.47398939646449284,0.25156436461146736,0.668980377644853,0.15054804225665558,0.8030060411797718,0.47726189498214416,0.40120135501567067,1,1,1,1,1,1,0,1
1058,493.29,betim,2023-01-25,1,MG,-2.208364029676714,-1.9077805481683134,-2.3502116260109274,-0.9561272195641868,-0.5709835857720601,0.22306095442654147,-0.46851842983534153,-0.19130182718198216,1,1,1,1,1,1,0,1
1059,493.29,betim,2023-01-26,1,MG,0.4227445221023526,0.2836159019766759,-0.05840844285434923,0.30212477663681675,0.2944823244834603,0.7991311296869885,0.45804522735970965,0.5149255742474659,1,1,1,1,1,1,0,1
1060,493.29,betim,2023-01-29,1,MG,0.7736199599102964,0.44288835979860136,0.21609961469398561,0.544139520882414,-0.7976975198126653,0.12295907419630683,0.26828063458816875,-0.45400477360742897,1,1,1,1,1,1,0,1
1061,493.29,betim,2023-01-31,1,MG,0.6383715335510957,0.4806944418840929,0.2876096626340152,0.693660089408447,0.21333036245251547,0.9231282974560534,0.47782238112113185,0.5638269885171378,1,1,1,1,1,1,0,1
1062,493.29,betim,2023-02-02,1,MG,0.6632105867714572,0.49730979478256543,0.30662705854689115,0.5591264770845674,0.24100108876106113,1.0510003767179015,0.45452217162893,0.49559245697806065,1,1,2,1,1,1,0,1
1063,493.29,betim,2023-02-03,1,MG,0.3745263443100339,0.34747253845977794,-0.01462135225511557,0.5003117565595676,0.34703345175851336,1.063270929778382,0.6435661393646296,0.4364558629775272,1,1,2,1,1,1,0,1
1064,493.29,betim,2023-02-04,1,MG,0.7215417418721916,0.4095328140740773,0.20435494738021578,0.4952813779657455,-0.3914726554342682,0.8017144040155108,0.6832005163359007,-0.10373417837349987,1,0,2,1,1,1,0,1
1065,493.29,betim,2023-02-06,1,MG,0.5254281272177946,0.41611515475375843,0.15849958622191102,0.46077751002790346,0.11636655681668741,1.0025639830581106,0.3668461256015725,0.3886916909001732,1,0,2,1,1,1,0,1
1066,493.29,betim,2023-02-07,1,MG,0.4831048240824265,0.4265170449915337,0.18185416204590296,0.40299653789576045,0.5965350427590973,1.1917888276223605,0.8945838601826805,0.5490428400170044,1,1,2,1,1,1,0,1
1067,493.29,betim,2023-02-08,1,MG,0.4894864027292583,0.37005632665263544,0.20137558263637806,0.5199139397736543,0.9790421417301697,1.3506601988264748,1.0130065744059333,0.9868810840594158,1,1,2,1,1,1,0,1
1068,493.29,betim,2023-02-10,1,MG,0.38772982500782577,0.3587877667171871,-0.04548007471067348,0.42624208005740544,1.0808890167145646,1.620612366157043,1.3278396456201522,1.0824094282141237,1,1,2,1,1,1,0,1
1069,493.29,betim,2023-02-11,1,MG,0.7423099696714988,0.4337831464297866,0.2527488541493245,0.6008855228166878,0.013822100496782917,1.1168738720952172,1.2613019339774727,0.1134790803592289,1,1,2,1,1,1,0,1
1070,493.29,betim,2023-02-12,1,MG,0.759912179121829,0.3416713454174884,0.20143476274025876,0.6052105446385981,-0.4702993463468478,0.4813883872787599,0.8722444840716004,-0.2822812025674183,1,1,2,1,1,1,0,1
1071,493.29,betim,2023-02-15,1,MG,0.4772391312197985,0.34928392586435614,0.13217539592687955,0.5389740821839115,0.6056036001207216,1.2628288716567206,0.7403701025126435,0.582022863594225,1,1,2,1,1,1,0,1
1072,493.29,betim,2023-02-18,1,MG,0.6254198794265913,0.36730718951811225,0.07893124831637821,0.35326685732526725,-0.007105339568503713,0.8068809526725551,1.4777296530751414,0.12485150228240842,1,1,2,1,1,1,0,1
1073,493.29,betim,2023-02-19,1,MG,0.9831334500638333,0.4034385221449391,0.35430128237828157,0.5747730591739257,-0.7018963497360199,0.5524284313131199,0.7962585775145572,-0.5677289928392242,1,1,2,1,1,1,0,1
1074,493.29,betim,2023-02-20,1,MG,0.8025512420076534,0.47641020811621704,0.4004948391431746,0.6979758099541675,-0.11057990433575428,0.9386279434271865,0.8172367730023815,0.5024159101319684,1,1,2,1,1,1,0,1
1075,493.29,betim,2023-02-21,1,MG,0.8113768865349456,0.5606374274363181,0.42686005306991276,0.7566559379080514,-0.3342709859224847,0.7959020367763359,0.535232175643155,0.26700677632215236,1,1,2,1,1,1,0,1
1076,493.29,betim,2023-02-22,1,MG,0.6143294845552147,0.4993320264853482,0.32933176689853644,0.5105561666802059,0.5535175270693414,1.2718703318065483,0.683120446887474,0.8265299349425846,1,1,2,1,1,1,0,1
1077,493.29,betim,2023-02-26,1,MG,0.9282071491008905,0.42793759369423795,0.3165366280717836,0.5776702441274522,-0.5586596488447247,0.7041957981137983,0.7494179501848731,-0.3505157341064954,1,0,2,1,1,1,0,1
1078,493.29,betim,2023-02-28,1,MG,0.5128827413309617,0.4500207950124391,0.16052631670182205,0.44079840209033966,0.5660739911085134,1.3907009509185686,0.7431725332075818,0.5911208011327687,1,0,2,1,1,1,0,1
1079,493.29,betim,2023-03-08,1,MG,0.5063236214456496,0.4490337637704175,0.1848621617893047,0.40479148808958676,0.7402367978740655,1.5056566585378057,0.9128396944239933,0.8924899820970258,1,1,3,1,1,1,0,1
1080,493.29,betim,2023-03-09,1,MG,0.5314870248627102,0.48930554341153826,0.20871214541432337,0.3707739746877412,1.064844645997845,2.0242489799886343,1.2093368619484726,1.0460176780599493,1,0,3,1,1,1,0,1
1081,493.29,betim,2023-03-10,1,MG,0.5237059287458384,0.42258370351107827,0.11523800441885143,0.4754629097449721,1.2690034501903078,2.276764045601678,1.642752786282798,1.381504124793745,1,0,3,1,1,1,0,1
1082,493.29,betim,2023-03-11,1,MG,0.5388088534644383,0.40086306649525927,-0.062334865267838636,0.45229457210755997,0.4114434617372289,1.4559286277137538,1.7765488346039982,0.35457442513063464,1,1,3,1,1,1,0,1
1083,493.29,betim,2023-03-15,1,MG,0.4793994423357552,0.411631939828688,0.1897481344106799,0.5335056719856689,1.2757467364335668,2.2393065678381063,1.320313117468032,1.4395034766019605,1,0,3,1,1,1,0,1
1084,493.29,betim,2023-03-15,1,MG,0.4793994423357552,0.411631939828688,0.1897481344106799,0.5335056719856689,1.2757467364335668,2.2393065678381063,1.320313117468032,1.4395034766019605,1,0,3,1,1,1,0,1
1085,493.29,betim,2023-03-23,1,MG,0.5653543837817758,0.49072721103747835,0.2951532949415022,0.48795113593467687,0.681639965691263,1.7129644234017112,0.9111582360070303,0.9186465525203387,1,0,3,1,1,1,0,1
1086,493.29,betim,2023-03-23,1,MG,0.5653543837817758,0.49072721103747835,0.2951532949415022,0.48795113593467687,0.681639965691263,1.7129644234017112,0.9111582360070303,0.9186465525203387,1,0,3,1,1,1,0,1
1087,493.29,betim,2023-03-24,1,MG,0.5684586239153379,0.46092883482737457,0.13891016476011087,0.5386951347774724,0.7330284574071335,1.787233560346724,1.0496783817854125,0.8458630522119898,1,0,3,1,1,1,0,1
1088,493.29,betim,2023-03-25,1,MG,0.741953775456125,0.4842739508404455,0.25382406488858683,0.5742849438440323,-0.21684479444504307,1.1110615048560424,0.9770553920622953,0.1441846195518136,1,0,3,1,1,1,0,1
1089,493.29,betim,2023-03-27,1,MG,0.595387225368917,0.4262256204024284,0.28740486727149417,0.4600924270877442,0.6046734916733755,1.5599054194367716,0.8955446935638023,0.8299416615195384,1,0,3,1,1,1,0,1
1090,493.29,betim,2023-03-28,1,MG,0.42150034591616203,0.32521607417646925,0.10216513346650166,0.25801837749110823,0.6090915067982693,1.5108232071948502,0.7576651033728345,0.8720196226353026,1,1,3,1,1,1,0,1
1091,493.29,betim,2023-03-30,1,MG,0.5589240536748811,0.5278057911691895,0.29888855947961074,0.5327934586205538,0.44771769118372573,1.647736746606526,0.7069010730702366,0.627512551286943,1,0,3,1,1,1,0,1
1092,493.29,betim,2023-03-31,1,MG,0.5645233789697967,0.43787103479732603,0.18333747630367409,0.5491062638456458,0.6030458018905198,1.8434197769920815,1.1006826204332907,0.7571581612111895,1,0,3,1,1,1,0,1
1093,493.29,betim,2023-04-05,1,MG,0.4543330683921483,0.35404884909088125,0.13350006011914028,0.32078923185870406,0.7281453880585665,1.614799998917868,1.025817686154223,0.8617844429044411,1,1,4,1,1,1,0,1
1094,493.29,betim,2023-04-10,1,MG,0.5770109034768953,0.3821080527299049,0.27547196533263474,0.4325166598007893,1.0899575740761889,2.1443712362649157,1.3975000657514773,1.1893101942920112,1,1,4,1,1,1,0,1
1095,493.29,betim,2023-04-12,1,MG,0.40664660542493203,0.4788758321706567,0.11344931264846353,0.34122247365736125,1.403404120831815,2.20830727589584,1.4941438900026376,1.4133469061786477,1,1,4,1,1,1,0,1
1096,493.29,betim,2023-04-14,1,MG,0.39403988100575393,0.35017714436502845,-0.01960784515885009,0.3260058501133828,1.3038825169657855,2.1359755946972188,1.6040792426926485,1.710167118373633,1,1,4,1,1,1,0,1
1097,493.29,betim,2023-04-16,1,MG,0.8889634919570543,0.4879184303201695,0.29968089654261154,0.6609415855697943,-0.4347226982358605,0.8262555101364715,0.939582890198548,-0.25043842118251564,1,0,4,1,1,1,0,1
1098,493.29,betim,2023-04-17,1,MG,0.5412743723898716,0.44037795344581876,0.25340242373111205,0.5464305136047244,0.9720663283750741,2.2470563908236727,1.3103845058631074,1.3257792573701654,1,0,4,1,1,1,0,1
1099,493.29,betim,2023-04-25,1,MG,0.6260007640648483,0.5026709568243696,0.30677419713623283,0.6379872750171824,0.670013610099437,1.8789397990092613,0.7858495492190718,0.9334307010204721,1,0,4,1,1,1,0,1
1100,493.29,betim,2023-04-26,1,MG,0.5714896445761654,0.4311218566155265,0.3482064709922279,0.509956810937977,1.2873730920253927,2.275472408437417,1.341051104610576,1.384915851370699,1,0,4,1,1,1,0,1
1101,493.29,betim,2023-05-03,1,MG,0.5264994210327876,0.4190816777069396,0.2573925335466495,0.49655971838936014,1.0046201240321866,2.249639665152195,1.144560678171183,1.3087206244853962,1,0,5,1,1,1,0,1
1102,493.29,betim,2023-05-06,1,MG,0.5549557896809698,0.38594711912171725,0.031079976242277024,0.5594182206597402,-0.12174120570390715,1.3519518359907359,1.1243031077191998,0.04751903320478771,1,0,5,1,1,1,0,1
1103,493.29,betim,2023-05-08,1,MG,0.1125913991984119,0.2809421326457186,-0.07553285810678857,0.27670115887688157,0.6916386315002332,1.9622503961041018,0.9949909485099009,0.7799030050575486,1,0,5,1,1,1,0,1
1104,493.29,betim,2023-05-11,1,MG,0.49020976526434606,0.4488521350645022,0.2406675334943847,0.49063216249509395,0.9239332162249149,2.1637457937288325,1.0996417176037423,0.9971162637902774,1,0,5,1,1,1,0,1
1105,493.29,betim,2023-05-13,1,MG,0.6903713987522906,0.38917421590522416,0.19910084003480188,0.5793173669647896,-0.025474981403588646,1.4191169685323126,1.3066212417870473,0.20900742451393683,1,0,5,1,1,1,0,1
1106,493.29,betim,2023-05-14,1,MG,0.809050687665245,0.4704598883881674,0.25605711701915085,0.5947882938467739,-0.6567860900397353,0.629280842586655,0.9229284449257714,-0.4267109609917981,1,0,5,1,1,1,0,1
1107,493.29,betim,2023-05-17,1,MG,0.4901001641623573,0.4253839883815852,0.25551636782663434,0.44147349553462956,0.9718338012632376,2.1094970328298666,1.1127731071457392,1.2131922803306883,1,0,5,1,0,1,0,1
1108,493.29,betim,2023-05-18,1,MG,0.5692625532746117,0.41119521602487147,0.2699579591303183,0.448373863836849,1.1013514025561781,2.2276818333597563,1.2582592949372537,1.4667972892175913,1,0,5,1,0,1,0,1
1109,493.29,betim,2023-05-20,1,MG,0.7477585342726432,0.41417812730857856,0.24766953391912894,0.6798030446635352,0.45329834186780216,1.8757107060986087,1.9890531507287532,0.7196291688646972,1,0,5,1,0,1,0,1
1110,493.29,betim,2023-05-25,1,MG,0.5562354249611587,0.49147831336388403,0.22919437197944634,0.5422934765314631,2.282124076462017,3.4954237100820182,2.2307828155292944,2.4925897466883837,1,0,5,1,0,1,0,1
1111,493.29,betim,2023-05-27,1,MG,0.6017771507952828,0.43061679351488125,0.17764021237784958,0.4412529454420618,0.895332381469023,2.4408019654628363,2.4580199101645825,0.9300189744435182,1,0,5,1,0,1,0,1
1112,493.29,betim,2023-06-02,1,MG,0.524988961330753,0.40518006168510295,0.14001092934098852,0.40629874234262464,2.28258913068569,3.5348186435919815,2.6011840839517197,2.2935723630327423,1,0,6,1,0,1,0,1
1113,493.29,betim,2023-06-09,1,MG,0.5270848968992935,0.39168491081514706,0.11953131994525129,0.4341944928990405,1.7700993761980042,3.184139153495095,2.3489653214072663,1.7306374778353562,1,0,6,1,0,1,0,1
1114,493.29,betim,2023-06-10,1,MG,0.7244130145707182,0.4223638160897673,0.2715297928227236,0.4274959848267101,0.5897917565158383,2.307763337543944,2.3936440736294267,0.7924126691730461,1,0,6,1,1,1,0,1
1115,493.29,betim,2023-06-12,1,MG,0.49549366689916297,0.3676021093967655,0.17032063646666054,0.3566259200933892,2.1165647728344164,3.4896113428428435,2.559708109666632,2.0536142604536542,1,0,6,1,0,1,0,1
1116,493.29,betim,2023-06-15,1,MG,0.5175555868869831,0.43276977314316245,0.25834859615421435,0.49345413904340324,2.1358645231168474,3.609733599119125,2.280746151347624,2.245808190955388,1,0,6,1,0,1,0,1
1117,493.29,betim,2023-06-17,1,MG,0.5434301082774685,0.41607157035948955,0.1628308159643069,0.35800647509121597,0.8165056905564435,1.8673150645309116,2.4735533831593837,0.7730795519036409,1,1,6,1,0,1,0,1
1118,493.29,betim,2023-06-17,1,MG,0.5434301082774685,0.41607157035948955,0.1628308159643069,0.35800647509121597,0.8165056905564435,1.8673150645309116,2.4735533831593837,0.7730795519036409,1,1,6,1,0,1,0,1
1119,493.29,betim,2023-06-22,1,MG,0.5930966665625789,0.4894050927999437,0.31230908346841263,0.4883599378941016,2.1198201524001274,3.26099156476863,2.312373583476214,2.3413365351100963,1,0,6,1,0,1,0,1
1120,493.29,betim,2023-06-24,1,MG,0.6839878978261087,0.5107334518918886,0.2752263136046905,0.555335310756957,0.35075388554789766,1.5973628972003433,1.7916819603566654,0.817431997404041,1,0,6,1,0,1,0,1
1121,493.29,betim,2023-06-29,1,MG,-0.5023217669627762,-0.7310939019356822,-1.0511346606440368,0.010488375961131346,1.752427315698429,2.82312656608412,1.5709304910439488,1.6055408366803816,1,0,6,1,0,1,0,1
1122,493.29,betim,2023-07-02,1,MG,0.8590563819422767,0.4791908759478708,0.2615146017693035,0.5348082355250214,-0.5991193663042789,0.8017144040155108,0.8296475375085371,-0.3482412497218595,1,0,7,1,0,1,0,1
1123,493.29,betim,2023-07-03,1,MG,0.48595010689509066,0.44858977978643527,0.27733010676104053,0.25710608854866474,0.374704178067059,1.6464451094422647,0.8908205961066205,0.4899062460164709,1,0,7,1,1,1,0,1
1124,493.29,betim,2023-07-05,1,MG,0.5132282608910571,0.43158240610402904,0.23514399188763224,0.43977860909113103,1.2762117906572399,2.4324063238951394,1.5781367414023617,1.6271484383344226,1,0,7,1,0,1,0,1
1125,493.29,betim,2023-07-10,1,MG,0.5661654813198937,0.4745172739589475,0.2734845504181726,0.4766375652272444,0.8346428052796919,2.130163227458044,1.1575319288163262,1.1278991159068419,1,0,7,1,0,1,0,1
1126,493.29,betim,2023-07-14,1,MG,0.37012299133371745,0.39678127493488197,-0.009801148922612832,0.16603930843893203,0.7465150298936515,1.7575259055687187,1.3924556905005883,1.1290363580991598,1,1,7,1,0,1,0,1
1127,493.29,betim,2023-07-15,1,MG,0.6151481916028994,0.42129173052466795,0.10366154758309497,0.4172261730731415,0.16031418095378933,1.4223460614429653,1.7154558454543418,0.5683759572864095,1,0,7,1,0,1,0,1
1128,493.29,betim,2023-07-16,1,MG,0.8118203709648414,0.39391841130107497,0.2590701934175697,0.5924280151370195,-0.620279333481402,0.602156462137172,0.8345317738625726,-0.31298674176000296,1,0,7,1,0,1,0,1
1129,493.29,betim,2023-07-17,1,MG,0.4506644726197654,0.4562452301639911,0.11686195893474505,0.35660162440617,1.0350811756827705,2.1230592230546077,1.354903119188414,1.3473868590242064,1,0,7,1,0,1,0,1
1130,493.29,betim,2023-07-19,1,MG,0.3801935218816131,0.3522575806145072,0.017374935836283932,0.3837407999232055,1.3717804336220487,1.97193767483606,1.466439860846961,1.691971243296546,1,1,7,1,0,1,0,1
1131,493.29,betim,2023-07-20,1,MG,0.44513465523969037,0.43471974114738626,0.12044347097746005,0.34089818586023823,1.3450398157608492,2.0565399090951617,1.610164520773086,1.404248968640104,1,0,7,1,0,1,0,1
1132,493.29,betim,2023-07-21,1,MG,0.4239204085919827,0.4247216793531148,-0.027156865020571172,0.3720714032784331,1.5375722643614862,2.4181983150882673,2.0154760687096007,1.5043262815640839,1,0,7,1,0,1,0,1
1133,493.29,betim,2023-07-23,1,MG,0.8915100378303222,0.4591981476396799,0.26203683657270455,0.5878429423114073,-0.4330950084530049,0.8598380764072598,1.1717042211878717,-0.15491007702780768,1,0,7,1,0,1,0,1
1134,493.29,betim,2023-07-26,1,MG,0.56003087012989,0.4841854753250526,0.18298541286338968,0.442646327201247,0.3856329523233754,1.4010340482326573,0.7209132265449285,0.8310789037118564,1,0,7,1,0,1,0,1
1135,493.29,betim,2023-07-28,1,MG,0.5300193047012582,0.49973010174544386,0.15737753321123768,0.3499375657576409,0.4949206948865389,1.5360101318979416,0.8655186504037483,0.724178137633969,1,0,7,1,0,1,0,1
1136,493.29,betim,2023-07-29,1,MG,0.6947240263960284,0.5117463173544576,0.2581711597292454,0.5951691095276095,-0.6486476411254573,0.616364470944044,0.3566773056513675,-0.194713553758936,1,0,7,1,0,1,0,1
1137,493.29,betim,2023-07-31,1,MG,0.5519342859480029,0.4382694463948286,0.2212672662939378,0.3477107987813194,0.060094995752250024,1.225371393893149,0.4769416171884369,0.41598550351580404,1,0,7,1,0,1,0,1
1138,493.29,betim,2023-08-03,1,MG,0.5555390075135859,0.4248226110559622,0.2393735530224936,0.4837371849377198,0.5128252824979508,1.6529032952635703,0.8487841356825448,0.6809629343258868,1,0,8,1,0,1,0,1
1139,493.29,betim,2023-08-05,1,MG,0.747502584534582,0.4232022986637425,0.23973229872056387,0.6985546281350118,-0.2287036771487055,1.115582234930956,1.0487175484042908,0.12371426009009047,1,0,8,1,0,1,0,1
1140,493.29,betim,2023-08-09,1,MG,0.6230534011661637,0.559088172830731,0.28680758433011,0.5273155304258368,0.49817607445225015,1.718776790640886,0.8603141362560056,0.7537464346342357,1,0,8,1,0,1,0,1
1141,493.29,betim,2023-08-10,1,MG,0.552511205570654,0.5156786506105754,0.21745709393306126,0.5157818507990083,0.3323842437128127,1.5134064815233723,0.7106643371462967,0.6206890981330353,1,0,8,1,0,1,0,1
1142,493.29,betim,2023-08-11,1,MG,0.5019468159730764,0.41367020379726943,0.10845582675623568,0.4031184544134022,0.5437513883722077,1.7052146004161446,1.089232689308257,0.7457857392880101,1,0,8,1,0,1,0,1
1143,493.29,betim,2023-08-12,1,MG,0.4840433143048657,0.17783158665298637,-0.39913184314973815,0.33115662697268855,-0.22103028245810039,1.0910411288099955,1.0398298396289147,0.03728385347392614,1,0,8,1,0,1,0,1
1144,493.29,betim,2023-08-13,1,MG,0.8444648231010035,0.43258199361375077,0.23920783290533087,0.4782000964121994,-0.8860578223105422,0.33995411779217033,0.4742192559419254,-0.5665917506469061,1,0,8,1,0,1,0,1
1145,493.29,betim,2023-08-14,1,MG,0.5399224286861449,0.4296415822299886,0.22964185321496194,0.36208928762962506,0.18868248859784453,1.387471858007916,0.6701491962423307,0.5262979961706453,1,0,8,1,0,1,0,1
1146,493.29,betim,2023-08-18,1,MG,0.4801518180322957,0.46821884080199144,0.17008935370474407,0.37274281372204293,0.4256276155592565,1.5702385167508603,0.8133934394778947,0.7366878017494665,1,0,8,1,0,1,0,1
1147,493.29,betim,2023-08-19,1,MG,0.7465967682898199,0.4727198729490754,0.1606994736669157,0.6682483650582426,-0.12708932927614705,1.1717684515763136,1.112853176594166,0.28406540920692164,1,0,8,1,0,1,0,1
1148,493.29,betim,2023-08-21,1,MG,0.4805930011201787,0.47464161417845896,0.1974480544386892,0.41403471339200076,0.533520195451401,1.5134064815233723,0.9335776815665372,0.7799030050575486,1,1,8,1,0,1,0,1
1149,493.29,betim,2023-08-23,1,MG,0.6210580603439688,0.4584131604434337,0.3031097246015145,0.6382898976712126,0.5993253681011356,1.6948815031020559,0.7737590625066234,0.9914300528286876,1,0,8,1,0,1,0,1
1150,493.29,betim,2023-08-25,1,MG,0.4687602720128199,0.3953807770691439,0.09305723902698067,0.4961322096300659,0.6625727425206684,1.692944047355664,1.095478106285548,0.9971162637902774,1,0,8,1,0,1,0,1
1151,493.29,betim,2023-09-01,1,MG,0.5326911150573898,0.4267388167725627,0.11033346132994756,0.4574863757927973,0.8851011885482163,1.725880795044322,1.2338381131670766,1.0209983498289543,1,0,9,1,0,1,0,1
1152,493.29,betim,2023-09-04,1,MG,-0.4537826462832186,-0.05770232376506685,-0.7174106029620081,-0.19467136007503572,0.9713687470395646,1.6412785607852205,1.0353459505170133,0.8777058335968925,1,0,9,1,0,1,0,1
1153,493.29,betim,2023-09-06,1,MG,0.47113134718943683,0.40724970828625223,0.04429136063416022,0.368088429378076,0.8555702453449785,1.704568781834014,1.0372676172792568,0.9732341777516004,1,1,9,1,0,1,0,1
1154,493.29,betim,2023-09-11,1,MG,0.469123121469217,0.4608224528237276,0.14830515674962194,0.5386705334541835,0.6390875042251801,1.5418224991371163,0.8053064251867867,0.7275898642109229,1,0,9,1,0,1,0,1
1155,493.29,betim,2023-09-13,1,MG,0.5757013638119707,0.4541023917420947,0.18523577918724554,0.4924345199027688,0.8372006035098936,1.832440861095862,0.929894486938904,1.16770259263797,1,0,9,1,0,1,0,1
1156,493.29,betim,2023-09-14,1,MG,0.29935914025655197,0.3689582081840958,-0.043107589256744024,0.2588428090901321,0.9732289639342567,1.590904711379038,0.6566975289066265,1.0573900999831287,1,0,9,1,0,1,0,1
1157,493.29,betim,2023-09-15,1,MG,-1.6958186826824668,-0.23055137863775818,-2.1649040216876787,-1.0018368691886306,1.1069320532402547,1.4068464154718323,0.7802446878291951,0.8390395990580821,1,1,9,1,0,1,0,1
1158,493.29,betim,2023-09-17,1,MG,0.9846682809637969,0.5477361847824104,0.3924588209803032,0.7531496993489903,-0.7421235400837375,0.5233665951172454,0.4647710610275617,-0.476749617453788,1,0,9,1,0,1,0,1
1159,493.29,betim,2023-09-20,1,MG,0.6756723947351022,0.54028353318671,0.3283071235311662,0.523660223320765,0.7634895090577173,1.7833586488539406,0.8495047607183862,1.0915073657526673,1,0,9,1,0,1,0,1
1160,493.29,betim,2023-09-21,1,MG,0.6427225395414423,0.5036865250481651,0.3136906717850084,0.5132574132800879,0.8539425555621228,1.8078997549749014,0.9252504589301489,0.958450029251467,1,0,9,1,0,1,0,1
1161,493.29,betim,2023-09-22,1,MG,0.5959449825585398,0.4940891266158176,0.22821776177871517,0.5215385848503503,0.7353537285254986,1.9125223652800498,1.1370341500190628,0.9357051854051079,1,0,9,1,0,1,0,1
1162,493.29,betim,2023-09-24,1,MG,0.8414430966951347,0.48549748758906225,0.38174368736214437,0.6212592937327334,-0.7128251239923362,0.5382204225062479,0.5180172442313907,-0.2982025932598696,1,0,9,1,0,1,0,1
1163,493.29,betim,2023-09-27,1,MG,0.4807612297824623,0.44280761622173387,0.1410181966397532,0.4104164992077361,0.8916119476796388,1.7594633613151105,0.9571981688524464,1.1858984677150572,1,0,9,1,0,1,0,1
1164,493.29,betim,2023-09-30,1,MG,0.7845555290177413,0.43429003541667627,0.2825076347365482,0.780944100983943,-0.04175187923214491,1.1782266373976191,1.1161360239796652,0.25904608097592674,1,0,9,1,0,1,0,1
1165,493.29,betim,2023-10-02,1,MG,0.6589607804216361,0.4939634060081325,0.3227851633434654,0.5023437842302958,0.6858254537043202,1.6548407510099619,0.9190851114012846,0.862921685096759,1,1,10,1,0,1,0,1
1166,493.29,betim,2023-10-05,1,MG,0.5500654961051498,0.4082635561373476,0.18440878986051606,0.47014296403895967,0.8576629893515072,1.753005175493805,1.1578522066100334,1.1369970534453855,1,0,10,1,0,1,0,1
1167,493.29,betim,2023-10-06,1,MG,0.37283032056420995,0.3400887642582061,-0.11165824016055287,0.24828106118902712,1.071587932241104,1.6470909280243955,1.5499522955561245,1.197270889638237,1,1,10,1,0,1,0,1
1168,493.29,betim,2023-10-07,1,MG,-0.059150417059117055,-0.6979517078487183,-0.5313797740665859,-0.012087423550136414,-0.16708399251202818,1.0200010847756353,0.8135535783747483,0.14759634612876746,1,1,10,1,0,1,0,1
1169,493.29,betim,2023-10-08,1,MG,0.8528411744416914,0.4255510510845566,0.25443813682083427,0.6942489401546589,-0.24916606299031907,0.7661943819983307,1.1018035927112662,-0.30843777299073116,1,0,10,1,0,1,0,1
1170,493.29,betim,2023-10-09,1,MG,-1.544423756953142,-0.40912950075812843,-2.512670327326751,-0.9792526565248275,1.6391866122340446,1.7000480517591001,1.1527277619107177,1.0915073657526673,1,0,10,1,0,1,0,1
1171,493.29,betim,2023-10-11,1,MG,0.3123961993560064,0.30429697724549165,-0.2555438236127635,0.24690616550386457,1.362014294924915,1.7878793789288545,1.577656324711801,1.263230936792678,1,0,10,1,0,1,0,1
1172,493.29,betim,2023-10-12,1,MG,-0.012443948426503398,0.2578295581856499,-0.7693356921203462,0.26706272896048505,0.10567030967220757,0.8436926118539962,1.188038388666941,0.2920261045531473,1,0,10,1,0,1,0,1
1173,493.29,betim,2023-10-16,1,MG,0.6183079288441408,0.37552034026281284,0.1806470211951936,0.5700669298738267,0.8309223714903076,1.4875737382381504,1.0263781722932106,1.027821802982862,1,0,10,1,0,1,0,1
