,km,municipio,data,sentido_crescente,uf,velocidade_Comercial,velocidade_Moto,velocidade_Passeio,velocidade_Ônibus,volume_Comercial,volume_Moto,volume_Passeio,volume_Ônibus,acidentes,chuva,mes,iluminacao,dia_da_semana_Final_de_Semana,tipo_faixa_Terceira_faixa,tipo_perfil_de_terreno_Perfil_Ondulado,tipo_perfil_de_terreno_Perfil_Plano
368,493.29,betim,2023-08-24,1,MG,0.5489249489564981,0.45077248883951004,0.26744073442655625,0.5177234062735528,0.6323442179819211,1.7284640693728441,0.8815325400891104,0.9197837947126567,0,0,8,1,1,1,0,1
369,528.35,brumadinho,2023-08-01,0,MG,-1.4191221857021123,-0.003783024743172334,0.8142706890254165,-2.005744155230909,-1.0127850982614446,-0.5725875387582913,-1.0073057482993495,-0.44490683606888537,0,0,8,0,1,1,0,0
370,528.35,brumadinho,2023-12-23,0,MG,-1.279976383744884,0.6917604934468977,0.6700613807486674,-1.4252070530316987,-0.7546800041229095,-0.49444349032049517,-0.25689487764328134,0.16920394778280853,0,1,12,0,1,1,0,0
371,59.795,mairipora,2023-10-06,1,SP,0.6552037039701097,0.0836590618506674,0.37302390648247324,0.30869614151209784,1.8603198955905733,-0.570004264429769,0.03880159539692983,0.033872126896972284,0,1,10,0,1,0,0,0
372,78.2,sao_paulo,2023-04-21,1,SP,1.0288331671375919,1.051867305347223,1.0662105667969517,0.9304125740827528,0.010799248042908181,-0.1495763674627836,0.8061071196710549,0.01681349401220301,0,0,4,0,1,1,0,0
373,643.224,santo_antonio_do_amparo,2023-03-20,1,MG,0.7854165310111886,-0.34762011899113776,0.1810047704758355,1.0457052170831227,-0.29474137691027663,-0.5913162776400771,-0.9253947025587222,-0.36529988260662877,0,0,3,0,1,0,0,1
374,528.35,brumadinho,2023-08-07,0,MG,-1.1057727847078889,0.3281171071774803,0.7486885033391891,-1.6677507425972746,-1.0523147072736527,-0.5519213441301138,-0.9382858837554388,-0.32777089026013634,0,0,8,0,1,1,0,0
375,920.8,camanducaia,2023-07-20,1,MG,0.7925106769755005,0.05092965334613671,0.13803404175621667,1.2615832139296275,-1.2304304749404256,-0.602941012118427,-0.9076192850079703,-0.7974519156874504,0,0,7,0,1,0,1,0
376,59.795,mairipora,2023-02-09,1,SP,0.5580510440898181,0.2924899414057158,0.4291717364562685,-0.17307082967480983,2.4472183258659452,-0.3975707030009133,0.21095090951457243,0.2852026513992396,0,0,2,0,1,0,0,0
377,528.35,brumadinho,2023-02-08,0,MG,-1.5679356249745322,0.3390496189790544,0.7848905231043977,-2.0449771985056597,-0.9620941878810836,-0.5603169856978109,-1.0032222064295822,-0.5631800240699524,0,1,2,0,1,1,0,0
378,653.74,santo_antonio_do_amparo,2023-03-22,1,MG,0.7436468717551535,-0.10078919362421941,0.25093776954293245,1.0861392946586523,-0.4802980121558181,-0.6145657465967768,-1.0231594990878579,-0.5802386569547217,0,1,3,0,1,0,1,0
379,76.4,sao_paulo,2023-09-01,0,SP,-1.8182894200513664,-1.7473693243860597,-0.8113339972713515,-1.5318048440830705,-0.606327706771211,-0.30069791568133136,-0.8221851835365636,-0.806549853225994,0,0,9,0,1,1,0,0
380,920.8,camanducaia,2023-10-31,1,MG,0.06637550812272458,0.5969858697637048,0.34795151897244636,0.24426798220785967,-0.06360942774477761,-0.5454631583088083,-0.8062513632996282,0.0043038298967055435,0,1,10,0,1,0,1,0
381,525.35,brumadinho,2023-08-17,1,MG,-0.3733447007755811,0.23564745040049595,0.11447648735598179,0.14538882236052422,-0.1803380378867097,-0.5390049724875029,-0.8417221289527053,-0.22314460856688478,0,0,8,0,1,0,1,0
382,653.74,santo_antonio_do_amparo,2023-01-28,1,MG,0.6076961277857725,-0.045038636684958146,-0.12571124262687505,0.5517033558050741,-0.941166747815797,-0.6139199280146462,-0.9323607445718548,-0.5211020629541881,0,1,1,0,1,0,1,0
383,70.2,mairipora,2023-12-13,0,SP,-1.446622050801557,0.17965282904471677,-0.43667611640162474,-1.7109707693969711,-0.9709302181308713,-0.5609628042799415,-1.1564751307184973,-0.8122360641875838,0,0,12,0,1,1,0,0
384,653.74,santo_antonio_do_amparo,2023-09-22,1,MG,0.9301251109675915,0.6487857652990534,0.8572601420918107,1.0473743074690174,-0.5442429679108606,-0.5777540874153356,-0.8940074787754125,-0.572277961608496,0,0,9,0,1,0,1,0
385,75.65,sao_paulo,2023-01-31,1,SP,-1.5123962930455284,0.17969794125320362,-0.5586400074065777,-1.0422833997390437,-0.9897649141896293,-0.5519213441301138,-0.7777466396596837,-0.7610601655332759,0,1,1,0,1,1,0,1
386,73.06,sao_paulo,2023-06-25,0,SP,1.137151594439192,1.05252056696538,0.8806243641125019,1.1165936830924241,-0.492389421971317,-0.03978720850059077,1.124703454961334,-0.5643172662622703,0,0,6,0,0,1,1,0
387,528.35,brumadinho,2023-11-12,0,MG,-1.726804258454018,0.7679110152556944,0.873453225065418,-1.6928105522868522,-1.3057692591754575,-0.4886311230813203,-0.8850397005516097,-0.7189822044175117,0,0,11,0,0,1,0,0
388,78.2,sao_paulo,2023-08-16,1,SP,0.7402005772686365,1.1321532038294433,1.014966341973124,0.6224852028568171,0.610719196581125,-0.21609568142222985,0.2999080667167589,0.4899062460164709,0,0,8,0,0,1,0,0
389,78.2,sao_paulo,2023-09-02,1,SP,0.9017547474379101,0.8615908010315835,0.8213563403729496,0.6840760467410006,-0.6574836713752449,-0.3710921411335609,0.21855750711511943,-0.38690748426066984,0,1,9,0,0,1,0,0
390,528.35,brumadinho,2023-12-22,0,MG,-2.272020496459378,0.009958156191940027,-1.1701370603157981,-2.564044363065549,-0.3751957576057119,-0.5228595079342392,-0.2412012657516265,0.5251607539783274,0,1,12,0,0,1,0,0
391,528.35,brumadinho,2023-02-03,0,MG,-1.7448899483292182,0.14025182615162812,0.4091358461696084,-2.0961931470654327,-0.9681398927888331,-0.5383591539053724,-0.9497358148804727,-0.5063179144540547,0,1,2,0,0,1,0,0
392,920.8,camanducaia,2023-03-11,1,MG,1.2655903873717973,0.35099544148191686,0.5623674656244732,1.2008913792513711,-1.3729695944962113,-0.6197322952538211,-0.9146653964695297,-0.8236084861107633,0,1,3,0,0,0,1,0
393,70.2,mairipora,2023-11-14,0,SP,-1.4171303592399556,0.31941930473729574,-0.5757579829981452,-1.3743697038491438,-1.0258066165242896,-0.5822748174902495,-1.1526317971940105,-0.8463533299571223,0,1,11,0,0,1,0,0
394,525.35,brumadinho,2023-03-20,1,MG,-0.4249329187874476,-0.19055346112637492,0.12307763172637419,-0.10840432293453793,0.032656796555540886,-0.4860478487527981,-0.7417954573160458,-0.09236175645032035,0,1,3,0,0,0,1,0
395,528.35,brumadinho,2023-09-15,0,MG,-1.4014437533549806,0.2534211582175846,0.9627920178757322,-1.8799089636673811,-0.8928011085538012,-0.568712627265508,-0.9510169260553016,-0.3539274606834492,0,0,9,0,0,1,0,0
396,76.4,sao_paulo,2023-09-16,0,SP,-1.7052998644036126,-1.609973371153575,-0.8808296631384998,-0.6862809017935965,-1.0674289695430264,-0.3517175836696445,-0.6397069105718624,-0.8747843847650711,0,0,9,0,0,1,0,0
397,70.2,mairipora,2023-11-18,0,SP,-0.8904886463763272,0.5609386616608595,-0.16472913024860847,-0.4466896955554268,-1.153464000922538,-0.5144638663665422,-1.0216381795677485,-0.8361181502262608,0,0,11,0,0,1,0,0
398,59.795,mairipora,2023-04-26,1,SP,0.00848010455051016,-0.14959980051283847,-0.37310662608440714,-0.6408356537535351,2.24119930477879,-0.5151096849486727,0.37044925078077895,0.5672387150940916,0,1,4,0,0,0,0,0
399,525.35,brumadinho,2023-03-08,1,MG,-0.5001835927043492,-0.007427499553450974,-0.21602797071328417,0.05392286437507982,0.07009366156122031,-0.5222136893521087,-0.8420424067464125,-0.10942038933508963,0,1,3,0,0,0,1,0
400,70.2,mairipora,2023-02-14,0,SP,-0.3686661804452826,0.1939125427955299,0.29201825681730426,-0.18281463930710812,-0.980696356828005,-0.58292063607238,-1.153272352781425,-0.5779641725700857,0,1,2,0,0,1,0,0
401,920.8,camanducaia,2023-02-11,1,MG,0.07595823378049374,-0.34685175621431674,-0.17376293985747673,0.075899335759929,-0.5226179465100644,-0.5835664546545105,-0.7215378868640627,-0.2538501477594695,0,1,2,0,0,0,1,0
402,528.35,brumadinho,2023-06-26,0,MG,-1.1772947982477786,-0.09719511101597714,0.8037520899447538,-2.05906484778868,-0.46448616855093483,-0.48733948591705917,-0.7280235121866344,0.18285085409062396,0,0,6,0,0,1,0,0
403,493.29,betim,2023-09-25,1,MG,0.6105447207599921,0.4623765143606869,0.30934020940621443,0.5324252438840089,0.5753750755819742,1.7646299099721547,0.9486307378707776,1.030096287367498,0,0,9,1,0,1,0,1
404,653.74,santo_antonio_do_amparo,2023-06-29,1,MG,0.8381958551554671,0.10571391933350462,0.10967981950635321,0.9441823456809142,0.5544476355166875,-0.5609628042799415,-0.7719015699245265,-0.24816393679787974,0,0,6,0,0,0,1,0
405,76.4,sao_paulo,2023-03-26,0,SP,-1.2461974084710783,-1.2400551052213238,-0.23693724145116934,-1.2215905666750593,-1.0167380591626654,-0.302635371427723,-0.4753243329516204,-0.8258829704953992,0,0,3,0,0,1,0,0
406,78.2,sao_paulo,2023-08-31,1,SP,0.6895334593324888,1.005112340103397,1.026049943350719,0.5340984968555519,0.7418644876569211,-0.2238455044077964,0.3091160532858421,0.5388076602861428,0,0,8,0,0,1,0,0
407,76.4,sao_paulo,2023-08-12,0,SP,-1.5795885337588633,-1.56940424808912,-1.1750398254457683,-2.334192046026984,-1.1430002808898947,-0.43115326927170167,-0.6658896202074294,-0.8827450801112968,0,0,8,0,0,1,0,0
408,493.29,betim,2023-11-06,1,MG,0.6337140544535068,0.40950729389766194,0.28724655982680175,0.6106056031390515,0.3970267808033648,1.6380494678745678,0.9070746941372629,0.675276723364297,0,0,11,1,0,1,0,1
409,643.224,santo_antonio_do_amparo,2023-08-25,1,MG,0.7552259519148122,-0.14616257805571714,0.1282433661337618,0.9319389457367784,-0.5547066879435039,-0.6087533793576019,-0.9493354676383386,-0.39145645302994164,0,0,8,0,0,0,0,1
410,528.35,brumadinho,2023-06-25,0,MG,-0.7261696810722688,0.3187087054740052,0.8271063701309909,-1.1629481126370307,-1.0618483188589498,-0.4188827162112213,-0.704963511039713,-0.7155704778405578,0,0,6,0,0,1,0,0
411,528.35,brumadinho,2023-01-11,0,MG,-1.3117930518246106,0.3296880358560194,0.800810532588369,-1.5377149790237485,-0.9181465637439817,-0.5603169856978109,-0.9466931758402538,-0.4142012968763007,0,1,1,0,0,1,0,0
412,653.74,santo_antonio_do_amparo,2023-04-03,1,MG,0.7314977493944784,0.12719028875121838,0.21043180308939025,0.8306565601969024,-0.5928411342846929,-0.6119824722682545,-0.982163941493331,-0.6086697117626704,0,0,4,0,0,0,1,0
413,643.224,santo_antonio_do_amparo,2023-10-16,1,MG,0.8167652825139555,0.8514501992677193,0.35391718359423524,0.9806515428013313,-0.6800388012233871,-0.5958370077149909,-0.9116227574293109,-0.593885563262537,0,0,10,0,0,0,0,1
414,73.06,sao_paulo,2023-03-12,0,SP,0.968679239936812,0.6215908201429946,0.7540100491956846,0.825829479554275,-0.8351343848183448,-0.43438236218235443,0.29174098297722423,-0.641649735339891,0,1,3,0,0,1,1,0
415,525.35,brumadinho,2023-08-06,1,MG,-0.3990371889835234,-0.07183505960985197,-0.009025692691896101,0.1293683827321313,-0.8090913482926547,-0.4582776497211846,-0.785193098363377,-0.45286753141511105,0,0,8,0,0,0,1,0
416,923.38,camanducaia,2023-10-27,1,MG,0.5998066916410306,-0.21216793094486008,0.39747779131511163,0.6718451802568839,-0.029195415192972935,-0.5635460786084636,-0.7743837228257576,-0.12761626441217686,0,1,10,0,0,0,0,1
417,75.65,sao_paulo,2023-08-02,1,SP,-0.276207203418738,0.8603101964035478,0.4069202910136618,0.11502150731121208,-0.4316998457819858,-0.4511736453177486,-0.4180746773264509,-0.6928256339941988,0,0,8,0,0,1,0,1
418,75.65,sao_paulo,2023-10-28,1,SP,-0.22124635471167034,0.7737785948770614,0.4498920134503143,-0.31255920716516167,-0.38031135406611527,-0.43502818076448496,0.6656653071304293,-0.5631800240699524,0,1,10,0,0,1,0,1
419,528.35,brumadinho,2023-11-15,0,MG,-2.0905938439435214,0.46553733248559986,0.7827808896456764,-1.9709428461614837,-0.48820393395825973,-0.4718398399459261,-0.79239934872179,0.03046040032001843,0,0,11,0,0,1,0,0
420,923.38,camanducaia,2023-12-16,1,MG,0.7221604968864619,-0.011521432473702305,0.6503865040684551,0.6807892024382958,-0.5147120247076228,-0.5790457245795967,-0.741234971177058,-0.4631027111459726,0,0,12,0,0,0,0,1
421,528.35,brumadinho,2023-01-23,0,MG,-1.2235952294183483,0.07788769727571954,0.8606803482858595,-1.9335311347745754,-1.1623000311723257,-0.5822748174902495,-0.9648689406331399,-0.5051806722617368,0,1,1,0,0,1,0,0
422,483.7,betim,2023-03-04,1,MG,0.38153348611384924,0.3126074057856414,0.13974786740314687,0.5126314829719908,-0.1928945019258817,2.118538492979694,2.117324407108504,1.4167586327556014,0,0,3,0,0,1,0,0
423,76.4,sao_paulo,2023-06-24,0,SP,-1.1600537879387804,-1.1317606576665262,-0.48281259497688694,-1.0762701546238505,-0.1403433746508286,0.009940822323461275,0.307034247626745,-0.7303546263406913,0,0,6,0,0,1,0,0
424,920.8,camanducaia,2023-03-20,1,MG,1.0334050767841065,-0.21309320687477296,0.5214922275017478,0.8807600698865938,-1.1506736755804998,-0.58292063607238,-0.8538926851135805,-0.7314918685330092,0,0,3,0,0,0,1,0
425,59.795,mairipora,2023-12-29,1,SP,0.9028732560067927,0.5129461910488606,0.46475722711838996,0.3837572792952136,0.6853603994806472,-0.5712959015940302,-0.07529736861127513,-0.23565427268238226,0,0,12,0,0,0,0,0
426,76.4,sao_paulo,2023-03-21,0,SP,-2.2681434693688742,-2.119677035767012,-1.5256958595216819,-1.8048319538969264,0.10962327057342838,0.06289794605816605,-0.5998323252553107,-0.7223939309944656,0,1,3,0,0,1,0,0
427,73.06,sao_paulo,2023-07-25,0,SP,0.8388393224796452,1.3057072171816795,0.9061718235563732,0.9385996633164495,0.5309623972211992,-0.10630652246003701,0.37293140368201005,-0.44263235168424947,0,0,7,0,0,1,1,0
428,528.35,brumadinho,2023-02-17,0,MG,-1.5635594247027806,0.20864071770986958,0.5848820848537919,-2.16256672353064,-0.9374463140264128,-0.5364216981589807,-0.852371365593471,-0.4926710081462393,0,1,2,0,0,1,0,0
429,75.65,sao_paulo,2023-01-12,1,SP,-0.2531375579098371,0.835311013544488,0.44380008604677806,0.05280141463489321,1.1769227139030465,-0.28907318120298153,0.44443342112715184,-0.5165530941849164,0,1,1,0,0,1,0,1
430,653.74,santo_antonio_do_amparo,2023-08-12,1,MG,1.0500789029089925,-0.07521042167941956,0.5293616712608119,1.2659423080927243,-0.8358319661538542,-0.6035868307005575,-0.9312397722938794,-0.6314145556090295,0,0,8,0,0,0,1,0
431,528.35,brumadinho,2023-12-21,0,MG,-1.753702347500935,0.6772389330697882,0.6409432676285497,-2.074942264388803,-0.6953855906045974,-0.5577337113692887,-0.6530785084591397,0.006578314281341447,0,0,12,0,0,1,0,0
432,923.38,camanducaia,2023-12-20,1,MG,0.5544629180454687,-0.11318054118365597,0.6310193449221178,0.56450479216269,0.25913820348430955,-0.570004264429769,-0.7233794841778793,0.05093075978174156,0,0,12,0,0,0,0,1
433,75.65,sao_paulo,2023-09-18,1,SP,0.08266367374697164,1.0824655973839927,0.64804394218017,-0.020985277581826608,-0.6416718277703617,-0.4621525612139679,-0.4963025284394448,-0.7576484389563221,0,0,9,0,0,1,0,1
434,525.35,brumadinho,2023-09-25,1,MG,-0.5576095084634084,0.02128353482278486,-0.009919635946031586,-0.07157137349386591,-0.30939058495597727,-0.5151096849486727,-0.8570954630506529,-0.3641626404143108,0,0,9,0,0,0,1,0
435,653.74,santo_antonio_do_amparo,2023-02-20,1,MG,0.846895117969651,-0.38510690901182,0.20503952971148015,1.04651507246997,-1.1760191307706802,-0.6158573837610378,-1.0566285285302648,-0.7792560406103631,0,1,2,0,0,0,1,0
436,70.2,mairipora,2023-07-24,0,SP,-0.5950792353913106,-0.05211540943151276,0.21275544569466456,-0.2306153664449856,-0.7535173685637269,-0.5319009680840668,-1.1248476985899072,-0.4994944613001471,0,0,7,0,0,1,0,0
437,59.795,mairipora,2023-12-07,1,SP,-0.4774080131334783,-3.5059020831383245,-1.8006948776339164,-0.7845540674278103,0.7937180335964646,-0.42663253919678784,-0.2943673795070287,-0.17879216306648468,0,0,12,0,0,0,0,0
438,75.65,sao_paulo,2023-09-22,1,SP,-0.16159979150890205,0.8035266297043293,0.2019317064731929,0.09631832574007712,-0.36426698334939556,-0.46021510546757627,-0.40470307943917355,-0.7144332356482399,0,1,9,0,0,1,0,1
439,75.65,sao_paulo,2023-04-05,1,SP,-0.44348265236236395,0.7264579081231799,0.38184394923769516,-0.1291557160882602,0.08451034249508442,-0.43825727367513767,-0.20388890278473282,-0.5893365944932653,0,0,4,0,0,1,0,1
440,76.4,sao_paulo,2023-08-24,0,SP,-2.5683619191035003,-2.839853448587304,-2.7508120327007526,-2.823799165898236,-0.17150200763692203,-0.08628614641399009,-0.598471144632055,-0.8338436658416248,0,0,8,0,0,1,0,0
441,493.29,betim,2023-06-27,1,MG,0.5742816482009251,0.4911455959768878,0.27421446280490835,0.5953063597105978,2.160512396971518,3.474757515453841,2.203879480857886,2.443688332418712,0,0,6,1,0,1,0,1
442,75.65,sao_paulo,2023-03-24,1,SP,-0.8006054443847662,0.4993363317777307,-0.21768832698626303,-0.5524758835034419,0.3070387885226323,-0.35042594650538345,0.03647958139255233,-0.5324744848773677,0,1,3,0,0,1,0,1
443,75.65,sao_paulo,2023-07-23,1,SP,0.1373347398514074,0.383844272674298,-0.4408970367122392,0.0822814407391902,-0.8618750026795443,-0.27615680956037064,1.0090031019845926,-0.6348262821859832,0,0,7,0,0,1,0,1
444,923.38,camanducaia,2023-06-06,1,MG,0.4012052251916859,-0.42391838331814097,0.1684208553851507,0.5388443395497875,1.6782511670225797,-0.4957351274847563,-0.4868543335250811,0.8151575130194051,0,1,6,0,0,0,0,1
445,76.4,sao_paulo,2023-03-01,0,SP,-1.9381803968244704,-1.5988684753320392,-0.5455344952429676,-1.07236841178451,0.1533383675986938,-0.013954465215368929,-0.6755780234670735,-0.7189822044175117,0,1,3,0,0,1,0,0
446,653.74,santo_antonio_do_amparo,2023-10-03,1,MG,0.9341413171144045,0.7706678724410485,0.7603683139024802,0.944703098291871,-0.5068061029051811,-0.6048784678648186,-0.9956956782774619,-0.7007863293404245,0,1,10,0,0,0,1,0
447,59.795,mairipora,2023-09-13,1,SP,0.5962574824770919,0.38101607513013896,0.4687058255542002,0.07916213296121433,1.5006004535794797,-0.5771082688332051,-0.20581056954697627,-0.057107248488463845,0,0,9,0,0,0,0,0
448,75.65,sao_paulo,2023-03-01,1,SP,-0.42249927677036336,0.8279084421721817,0.474062302226094,0.11857565858782795,0.48934004420246247,-0.365279773894386,0.014220274729899009,-0.5620427818776343,0,1,3,0,0,1,0,1
449,59.795,mairipora,2023-11-03,1,SP,0.7676310912995084,0.3718425329597415,0.5797606363486794,0.4974987471379814,0.6562945105010825,-0.5816289989081189,-0.3249539088060703,-0.2674970540672849,0,1,11,0,0,0,0,0
450,73.06,sao_paulo,2023-03-02,0,SP,0.8460986396248407,1.3847660262783588,0.9324032648475751,0.7578395351836521,0.08753319494895916,-0.26130298217136805,0.002289926914304243,-0.5574938131083625,0,0,3,0,0,1,1,0
451,59.795,mairipora,2023-08-16,1,SP,0.5480563556516039,0.30564831688558053,0.4763333939595546,0.055057991276865004,1.4810681761852122,-0.5712959015940302,-0.0491146589757081,0.09869493185909553,0,0,8,0,0,0,0,0
452,75.65,sao_paulo,2023-05-13,1,SP,0.22551566056284397,0.6726934093922906,0.38140071703894474,0.6329236268911705,-0.6098156134487587,-0.39950815874730494,0.5403566203424708,-0.6962373605711527,0,0,5,0,0,1,0,1
453,483.7,betim,2023-03-01,1,MG,-0.7519240972977843,-0.2049737158143834,-1.7527418503850447,-0.7634751049198657,0.8523148657792673,2.5699656818889456,1.713293970346818,2.981603889385103,0,1,3,0,0,1,0,0
454,76.4,sao_paulo,2023-02-16,0,SP,-2.3492561297919967,-2.1209464893394707,-1.7956305181874133,-2.1941411544437934,-0.14011084753899208,-0.15215964179130578,-0.6665301757948439,-0.7394525638792349,0,1,2,0,0,1,0,0
455,59.795,mairipora,2023-08-09,1,SP,0.2865274229194061,0.3055533567966369,0.2450183810966014,-0.07287803192137143,1.1476242978116453,-0.5751708130868135,0.00661367712935201,0.11006735378227504,0,1,8,0,0,0,0,0
456,920.8,camanducaia,2023-01-14,1,MG,0.262068969443333,-0.13305748149006308,-0.36985572810820666,0.4451542373315117,-0.7177081933409031,-0.5738791759225523,-0.613684339833149,-0.30730053079841324,0,1,1,0,0,0,1,0
457,78.2,sao_paulo,2023-03-02,1,SP,0.7941844104713315,1.1282262562137535,1.0726289953004897,0.5842200822016484,0.8755675769629191,-0.176054929330136,0.3956711270352243,0.6343360044408508,0,0,3,0,0,1,0,0
458,923.38,camanducaia,2023-06-13,1,MG,0.42639107582771146,-0.5203449085937808,0.15961374206581902,0.4446472836104012,1.7421961227776221,-0.491860215991973,-0.366910299781719,0.8310789037118564,0,0,6,0,0,0,0,1
459,59.795,mairipora,2023-05-23,1,SP,-0.0532765028883635,-2.976204459873968,-0.6485657764468095,-0.38261713771719524,3.268504084872527,-0.323947384638031,0.6693485017580626,0.8276671771349026,0,0,5,0,0,0,0,0
460,528.35,brumadinho,2023-04-04,0,MG,-1.3905505260235058,0.008621256042780792,0.7936841370060791,-1.6961702307335205,-0.9562810100851706,-0.5680668086833774,-1.0093074845100196,-0.3516529762988133,0,0,4,0,0,1,0,0
461,653.74,santo_antonio_do_amparo,2023-06-18,1,MG,0.9319898304961877,-0.09748483427503613,0.29771143199256983,1.1129331541383012,0.04846864016042412,-0.5641918971905941,-0.8048101132279456,-0.1264790222198589,0,0,6,0,0,0,1,0
462,528.35,brumadinho,2023-12-19,0,MG,-1.6295081353588972,0.6232499774856445,1.1566330295319789,-1.633879119456424,-0.43774555068973525,-0.518984596441456,-0.7788676119376591,0.47284761313170165,0,1,12,0,0,1,0,0
463,59.795,mairipora,2023-12-08,1,SP,0.2883798878788993,-0.03768387833761645,0.01167252404956207,-0.3123837845260743,1.8549717720183334,-0.5822748174902495,0.27060264859254624,0.111204595974593,0,1,12,0,0,0,0,0
464,525.35,brumadinho,2023-12-17,1,MG,-0.5136900575539313,0.08454973878747417,0.35268180021751716,-0.5460656108124635,-0.7697942663922831,-0.5002558575596701,-0.7918388625828023,-0.5131413676079625,0,0,12,0,0,0,1,0
465,75.65,sao_paulo,2023-03-09,1,SP,-0.6862511831767131,0.7397506573047679,0.27249053837222337,-0.40208150650960284,0.38935338611275966,-0.4046747074043493,0.012218538519228746,-0.4938082503385573,0,1,3,0,0,1,0,1
466,73.06,sao_paulo,2023-08-29,0,SP,0.9009897130615429,1.4279650448375705,0.9214484226882665,0.8813386407094446,-0.12453153104594536,-0.34332194210194744,-0.27947446209964194,-0.5813758991470396,0,1,8,0,0,1,1,0
467,923.38,camanducaia,2023-09-20,1,MG,0.59022817716809,-0.5364329741982449,0.45312776170451163,0.6633092624622785,0.12659774973749421,-0.5538587998765054,-0.8201834473258932,-0.12420453783522299,0,0,9,0,0,0,0,1
468,920.8,camanducaia,2023-03-28,1,MG,1.1560372972701642,-0.03247981266691015,0.5272673559251146,1.437054516362654,-1.2929802680244489,-0.6087533793576019,-0.9695930380903217,-0.8156477907645376,0,1,3,0,0,0,1,0
469,923.38,camanducaia,2023-10-11,1,MG,0.6002776296814638,-0.20583491528274916,0.4449444678650594,0.7354149294092027,0.19007765126886364,-0.5474006140552,-0.6765388568481953,-0.06734242821932541,0,0,10,0,0,0,0,1
470,643.224,santo_antonio_do_amparo,2023-10-29,1,MG,0.7945379831889966,0.4618998676813257,0.40087671906267486,0.9221165570810322,-0.8156021074240772,-0.6048784678648186,-0.9862474833630982,-0.5825131413393575,0,0,10,0,0,0,0,1
471,528.35,brumadinho,2023-04-01,0,MG,-1.5986031177594302,0.23343785961408434,0.7836634185083234,-1.9112918940280468,-1.0462690023659031,-0.5377133353232418,-0.9421292172799257,-0.6029835008010807,0,1,4,0,0,1,0,0
472,920.8,camanducaia,2023-07-29,1,MG,1.3569352686769607,0.4618998676813257,0.5354400695563961,1.3293671281657924,-1.391339236331296,-0.6165032023431684,-0.9032154653444957,-0.8600002362649377,0,0,7,0,0,0,1,0
473,528.35,brumadinho,2023-09-25,0,MG,-1.579739073377736,0.27037631755914104,0.8671956200263131,-2.6010081398095384,-1.1120741750156378,-0.5486922512194611,-0.9691926908481876,-0.5211020629541881,0,0,9,0,0,1,0,0
474,73.06,sao_paulo,2023-06-07,0,SP,0.8853603113730405,1.1219957913703533,0.7737808094708817,0.9507121589844522,1.1973850997446602,-0.006204642229802376,1.167780818214958,-0.32549640587550044,0,0,6,0,0,1,1,0
475,59.795,mairipora,2023-03-07,1,SP,0.49615131948093605,0.14458065320894717,0.36063202757060375,0.04067412540487173,1.9819315750810722,-0.5435257025624167,0.0583385408130716,0.228340541783342,0,1,3,0,0,0,0,0
476,59.795,mairipora,2023-03-08,1,SP,0.18865655387854707,-0.3160025243101978,-0.06032288992180512,-0.5610618476200696,1.8800847000966774,-0.4963809460668868,-0.048073756146159566,0.13508668201326998,0,1,3,0,0,0,0,0
477,76.4,sao_paulo,2023-09-19,0,SP,-1.6470172183484106,-2.056799263812642,-0.4314960566619941,-1.5295834480853978,-0.6977108617229625,-0.23740769463253786,-0.9334817168498302,-0.8440788455724864,0,0,9,0,0,1,0,0
478,70.2,mairipora,2023-04-04,0,SP,-0.5517426441502833,-0.3288147184207436,0.14058846357432297,-0.4117868270462094,-1.0474316379250859,-0.5622544414442026,-1.1551139500952416,-0.6359635243783013,0,0,4,0,0,1,0,0
479,73.06,sao_paulo,2023-07-17,0,SP,0.7979771491561749,1.085338794938824,0.8454673987943896,0.9039051922870321,-0.023847291620733017,-0.267115349410543,0.2007820895643675,-0.5506703599544549,0,0,7,0,0,1,1,0
480,643.224,santo_antonio_do_amparo,2023-01-03,1,MG,0.8053233168085643,-0.9793280303975651,-0.27258873880584156,0.9406113540305415,-0.6800388012233871,-0.6139199280146462,-0.7223385813483308,-0.45741650018438285,0,1,1,0,0,0,0,1
481,70.2,mairipora,2023-01-12,0,SP,1.0540756742738238,1.029001103366314,1.2003794406432824,0.7714128900199617,0.7693026868536302,-0.2774484467246317,0.45676411618488066,0.06116593951260313,0,1,1,0,0,1,0,0
482,73.06,sao_paulo,2023-02-18,0,SP,0.6416131730306572,0.8720606091391728,0.23879957554893677,0.7863148936055419,-0.8130443091938755,-0.38852924285108564,0.7273988518675002,-0.7030608137250604,0,1,2,0,0,1,1,0
483,653.74,santo_antonio_do_amparo,2023-10-25,1,MG,0.8857317062010219,0.703268886327453,0.7435741322294962,0.9532584857213001,-0.4626259516562427,-0.6081075607754713,-1.002341442496887,-0.6143559227242602,0,1,10,0,0,0,1,0
484,923.38,camanducaia,2023-12-26,1,MG,0.7342875639964459,0.019672634418022802,0.5719135677430592,0.5278890035224321,-0.13941326620348252,-0.5732333573404218,-0.3326405758550441,-0.20039976472052576,0,1,12,0,0,0,0,1
485,75.65,sao_paulo,2023-11-10,1,SP,-0.6893708111741539,1.1579941085002563,0.4174386052345155,-0.27199538210316804,0.37888966608011637,-0.3594674066552111,0.1537012538894029,-0.39145645302994164,0,0,11,0,0,1,0,1
